model,domain,guess_outcome,episodes,avg_guess_turn,avg_budget_used_ratio,avg_remaining_turn_budget,avg_quality_score
gpt-4.1-nano,numbers,right,2,11.0,0.7333333333333334,4.0,49.99999999999999
gpt-4.1-nano,numbers,wrong,3,15.0,1.0,0.0,0.0
gpt-4.1-nano,two_numbers,right,2,11.0,0.7333333333333333,4.0,43.33333333333333
gpt-4.1-nano,two_numbers,wrong,3,8.666666666666666,0.5777777777777778,6.333333333333333,0.0
gpt-4.1-nano,string,right,3,6.0,0.4000000000000001,9.0,77.77777777777777
gpt-4.1-nano,string,wrong,2,7.0,0.4666666666666667,8.0,0.0
gpt-4.1-nano,list,right,2,9.5,0.6333333333333333,5.5,53.33333333333333
gpt-4.1-nano,list,wrong,3,5.666666666666667,0.37777777777777777,9.333333333333334,0.0
gpt-4.1-nano,logic,right,3,5.333333333333333,0.35555555555555557,9.666666666666666,80.0
gpt-4.1-nano,logic,wrong,2,5.0,0.3333333333333333,10.0,0.0
