callable,episodes,played_episodes,correct_guesses,avg_quality_score,avg_binary_accuracy,avg_efficiency,avg_guess_turn,avg_budget_used_ratio,avg_remaining_turn_budget,avg_passed_test_cases,avg_failed_test_cases,avg_internal_consistency_score,avg_violated_request_count,avg_runtime_error_count,avg_parse_error_count,avg_internal_consistency_score_on_failed
abs_diff,3,3,0,0.0,0.0,0.6888888888888888,6.666666666666667,0.4444444444444444,8.333333333333334,0.0,100.0,0.39999999999999997,0.0,0.0,0.0,0.39999999999999997
absolute_value,3,3,2,57.77777777777777,0.6666666666666666,0.6888888888888888,7.0,0.46666666666666673,8.0,66.66666666666667,33.333333333333336,0.9722222222222222,0.3333333333333333,0.0,0.3333333333333333,0.9166666666666666
add_exclamation,3,3,2,37.77777777777778,0.6666666666666666,0.7333333333333334,6.0,0.39999999999999997,9.0,66.66666666666667,33.333333333333336,0.6666666666666666,0.0,0.0,0.0,0.0
add_one,3,3,1,8.88888888888889,0.3333333333333333,0.4222222222222222,10.0,0.6666666666666666,5.0,33.333333333333336,66.66666666666667,0.3333333333333333,0.0,0.0,0.0,0.0
clamp_to_0_9,3,3,0,0.0,0.0,0.4666666666666666,9.333333333333334,0.6222222222222222,5.666666666666667,0.0,100.0,0.6388888888888888,0.0,0.0,0.0,0.6388888888888888
count_zeros,3,3,0,0.0,0.0,0.5777777777777778,7.666666666666667,0.5111111111111112,7.333333333333333,0.0,100.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
first_char,3,3,1,17.77777777777778,0.3333333333333333,0.7999999999999999,5.0,0.3333333333333333,10.0,33.333333333333336,66.66666666666667,0.6666666666666666,0.0,0.0,0.0,0.5
first_minus_second,3,3,2,57.77777777777777,0.6666666666666666,0.5777777777777778,8.0,0.5333333333333333,7.0,66.66666666666667,33.333333333333336,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
implies,3,3,1,22.222222222222218,0.3333333333333333,0.8222222222222223,5.0,0.3333333333333333,10.0,1.3333333333333333,2.6666666666666665,0.7000000000000001,0.3333333333333333,0.0,0.3333333333333333,0.55
is_even,3,3,2,60.0,0.6666666666666666,0.6,7.666666666666667,0.5111111111111112,7.333333333333333,66.66666666666667,33.333333333333336,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
list_len,3,3,1,8.88888888888889,0.3333333333333333,0.6888888888888888,6.666666666666667,0.4444444444444444,8.333333333333334,33.333333333333336,66.66666666666667,0.6666666666666666,0.0,0.0,0.0,0.5
logic_and,3,3,1,26.666666666666668,0.3333333333333333,0.8666666666666667,4.0,0.26666666666666666,11.0,1.3333333333333333,2.6666666666666665,0.7999999999999999,0.0,0.0,0.0,0.7
logic_or,3,3,3,77.77777777777779,1.0,0.7777777777777778,5.333333333333333,0.35555555555555557,9.666666666666666,4.0,0.0,1.0,0.0,0.0,0.0,
logic_xor,3,3,2,60.0,0.6666666666666666,0.888888888888889,3.6666666666666665,0.24444444444444444,11.333333333333334,2.6666666666666665,1.3333333333333333,1.0,0.0,0.0,0.0,1.0
max_value,3,3,3,60.0,1.0,0.6,8.333333333333334,0.5555555555555556,6.666666666666667,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
min_value,3,3,0,0.0,0.0,0.5111111111111111,9.666666666666666,0.6444444444444445,5.333333333333333,0.0,100.0,0.38888888888888884,1.0,0.0,1.0,0.38888888888888884
not_value,3,3,2,64.44444444444444,0.6666666666666666,0.9111111111111111,3.3333333333333335,0.2222222222222222,11.666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
remove_space,3,3,0,0.0,0.0,0.5777777777777778,8.0,0.5333333333333333,7.0,0.0,100.0,0.5555555555555555,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555555
ret_first_item,3,3,0,0.0,0.0,0.6222222222222222,7.0,0.4666666666666666,8.0,0.0,100.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666
reverse_str,3,3,3,75.55555555555556,1.0,0.7777777777777778,5.333333333333333,0.35555555555555557,9.666666666666666,100.0,0.0,1.0,0.0,0.0,0.0,
rmv_duplicates,3,3,1,11.111111111111109,0.3333333333333333,0.7333333333333334,6.0,0.39999999999999997,9.0,33.333333333333336,66.66666666666667,0.9166666666666666,0.0,0.0,0.0,0.875
sign_label,3,3,0,0.0,0.0,0.5777777777777778,8.333333333333334,0.5555555555555556,6.666666666666667,0.0,100.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333
sum_list,3,3,3,71.1111111111111,1.0,0.7333333333333334,6.0,0.39999999999999997,9.0,100.0,0.0,1.0,0.0,0.0,0.0,
sum_two,3,3,2,22.222222222222218,0.6666666666666666,0.5777777777777778,8.666666666666666,0.5777777777777778,6.333333333333333,66.66666666666667,33.333333333333336,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
uppercase_str,3,3,3,80.0,1.0,0.7999999999999999,5.0,0.3333333333333333,10.0,100.0,0.0,1.0,0.0,0.0,0.0,
