callable,episodes,played_episodes,correct_guesses,avg_quality_score,avg_binary_accuracy,avg_efficiency,avg_guess_turn,avg_budget_used_ratio,avg_remaining_turn_budget,avg_passed_test_cases,avg_failed_test_cases,avg_internal_consistency_score,avg_violated_request_count,avg_runtime_error_count,avg_parse_error_count,avg_internal_consistency_score_on_failed
abs_diff,3,3,2,33.33333333333333,0.6666666666666666,0.6666666666666666,8.0,0.5333333333333333,7.0,66.66666666666667,33.333333333333336,0.6666666666666666,1.0,0.0,1.0,0.0
absolute_value,3,3,2,37.77777777777778,0.6666666666666666,0.7111111111111111,6.666666666666667,0.4444444444444444,8.333333333333334,66.66666666666667,33.333333333333336,0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.5
add_exclamation,3,3,3,73.33333333333333,1.0,0.7555555555555555,6.0,0.39999999999999997,9.0,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
add_one,3,3,3,66.66666666666667,1.0,0.6666666666666666,7.333333333333333,0.4888888888888889,7.666666666666667,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
clamp_to_0_9,3,3,1,13.333333333333334,0.3333333333333333,0.4666666666666666,9.666666666666666,0.6444444444444445,5.333333333333333,33.333333333333336,66.66666666666667,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5
count_zeros,3,3,0,0.0,0.0,0.6888888888888888,7.0,0.46666666666666673,8.0,0.0,100.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
first_char,3,3,0,0.0,0.0,0.4444444444444444,9.666666666666666,0.6444444444444445,5.333333333333333,0.0,100.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
first_minus_second,3,3,3,68.88888888888889,1.0,0.6888888888888888,7.0,0.4666666666666666,8.0,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
implies,3,3,1,20.0,0.3333333333333333,0.8222222222222223,4.666666666666667,0.3111111111111111,10.333333333333334,1.3333333333333333,2.6666666666666665,0.8333333333333334,0.0,0.0,0.0,0.75
is_even,3,3,2,44.444444444444436,0.6666666666666666,0.6222222222222222,7.666666666666667,0.5111111111111112,7.333333333333333,66.66666666666667,33.333333333333336,0.8518518518518517,0.0,0.0,0.0,0.5555555555555556
list_len,3,3,2,31.11111111111111,0.6666666666666666,0.6666666666666666,7.333333333333333,0.48888888888888893,7.666666666666667,66.66666666666667,33.333333333333336,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
logic_and,3,3,3,91.11111111111113,1.0,0.9333333333333332,3.3333333333333335,0.2222222222222222,11.666666666666666,4.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
logic_or,3,3,3,91.11111111111113,1.0,0.9333333333333332,3.0,0.19999999999999998,12.0,4.0,0.0,1.0,0.0,0.0,0.0,
logic_xor,3,3,1,28.88888888888889,0.3333333333333333,0.9111111111111111,3.3333333333333335,0.2222222222222222,11.666666666666666,1.3333333333333333,2.6666666666666665,0.9166666666666666,0.0,0.0,0.0,0.875
max_value,3,3,0,0.0,0.0,0.6888888888888888,7.0,0.46666666666666673,8.0,0.0,100.0,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.8888888888888888
min_value,3,3,1,24.444444444444443,0.3333333333333333,0.7333333333333334,6.333333333333333,0.4222222222222222,8.666666666666666,33.333333333333336,66.66666666666667,0.8484848484848485,0.3333333333333333,0.0,0.3333333333333333,0.7727272727272727
not_value,3,3,3,77.77777777777779,1.0,0.7999999999999999,5.0,0.3333333333333333,10.0,2.0,0.0,1.0,0.0,0.0,0.0,
remove_space,3,3,1,11.111111111111109,0.3333333333333333,0.4444444444444444,9.666666666666666,0.6444444444444445,5.333333333333333,33.333333333333336,66.66666666666667,0.5,0.3333333333333333,0.0,0.3333333333333333,0.25
ret_first_item,3,3,0,0.0,0.0,0.7333333333333334,6.333333333333333,0.4222222222222223,8.666666666666666,0.0,100.0,0.9333333333333332,0.3333333333333333,0.0,0.3333333333333333,0.9333333333333332
reverse_str,3,3,3,64.44444444444444,1.0,0.6666666666666666,7.333333333333333,0.4888888888888889,7.666666666666667,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
rmv_duplicates,3,3,1,13.333333333333334,0.3333333333333333,0.5333333333333333,9.333333333333334,0.6222222222222222,5.666666666666667,33.333333333333336,66.66666666666667,0.9777777777777779,0.3333333333333333,0.0,0.3333333333333333,0.9666666666666667
sign_label,3,3,1,8.88888888888889,0.3333333333333333,0.6444444444444444,7.666666666666667,0.5111111111111112,7.333333333333333,33.333333333333336,66.66666666666667,0.7857142857142857,0.3333333333333333,0.0,0.3333333333333333,0.6785714285714286
sum_list,3,3,3,73.33333333333333,1.0,0.7555555555555555,6.0,0.39999999999999997,9.0,100.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,
sum_two,3,3,3,73.33333333333333,1.0,0.7333333333333334,6.0,0.39999999999999997,9.0,100.0,0.0,1.0,0.0,0.0,0.0,
uppercase_str,3,3,3,71.1111111111111,1.0,0.7333333333333334,6.0,0.39999999999999997,9.0,100.0,0.0,1.0,0.0,0.0,0.0,
