,game,model,experiment,episode,metric,value
0,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Request Count,1.0
1,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Parsed Request Count,1.0
2,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Violated Request Count,0.0
3,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Request Success Ratio,1.0
4,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Aborted,0.0
5,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Lose,1.0
6,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Success,0.0
7,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,Main Score,0.0
8,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,quality_score,0.0
9,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,binary_success,0.0
10,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,accuracy,0.5
11,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,binary_accuracy,0.0
12,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,efficiency,100.0
13,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,efficiency_raw,1.0
14,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,tolerance_used,0.0
15,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00004,n_test_cases,100.0
16,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Request Count,1.0
17,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Parsed Request Count,1.0
18,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Violated Request Count,0.0
19,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Request Success Ratio,1.0
20,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Aborted,0.0
21,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Lose,0.0
22,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Success,1.0
23,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,Main Score,100.0
24,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,quality_score,100.0
25,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,binary_success,1.0
26,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,accuracy,1.0
27,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,binary_accuracy,1.0
28,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,efficiency,100.0
29,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,efficiency_raw,1.0
30,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,tolerance_used,0.0
31,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00028,n_test_cases,100.0
32,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Request Count,1.0
33,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Parsed Request Count,1.0
34,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Violated Request Count,0.0
35,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Request Success Ratio,1.0
36,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Aborted,0.0
37,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Lose,0.0
38,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Success,1.0
39,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,Main Score,100.0
40,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,quality_score,100.0
41,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,binary_success,1.0
42,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,accuracy,1.0
43,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,binary_accuracy,1.0
44,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,efficiency,100.0
45,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,efficiency_raw,1.0
46,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,tolerance_used,0.0
47,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00010,n_test_cases,100.0
48,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Request Count,1.0
49,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Parsed Request Count,1.0
50,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Violated Request Count,0.0
51,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Request Success Ratio,1.0
52,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Aborted,0.0
53,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Lose,1.0
54,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Success,0.0
55,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,Main Score,0.0
56,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,quality_score,0.0
57,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,binary_success,0.0
58,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,accuracy,0.52
59,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,binary_accuracy,0.0
60,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,efficiency,100.0
61,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,efficiency_raw,1.0
62,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,tolerance_used,0.0
63,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00016,n_test_cases,100.0
64,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Request Count,1.0
65,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Parsed Request Count,1.0
66,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Violated Request Count,0.0
67,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Request Success Ratio,1.0
68,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Aborted,0.0
69,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Lose,0.0
70,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Success,1.0
71,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,Main Score,100.0
72,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,quality_score,100.0
73,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,binary_success,1.0
74,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,accuracy,1.0
75,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,binary_accuracy,1.0
76,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,efficiency,100.0
77,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,efficiency_raw,1.0
78,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,tolerance_used,0.0
79,function_detective,gpt-4.1-nano,numbers_passive_examples_oneshot,instance_00022,n_test_cases,100.0
80,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Request Count,1.0
81,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Parsed Request Count,1.0
82,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Violated Request Count,0.0
83,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Request Success Ratio,1.0
84,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Aborted,0.0
85,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Lose,0.0
86,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Success,1.0
87,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,Main Score,100.0
88,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,quality_score,100.0
89,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,binary_success,1.0
90,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,accuracy,1.0
91,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,binary_accuracy,1.0
92,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,efficiency,100.0
93,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,efficiency_raw,1.0
94,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,tolerance_used,0.0
95,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00094,n_test_cases,100.0
96,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Request Count,1.0
97,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Parsed Request Count,1.0
98,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Violated Request Count,0.0
99,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Request Success Ratio,1.0
100,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Aborted,0.0
101,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Lose,1.0
102,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Success,0.0
103,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,Main Score,0.0
104,function_detective,gpt-4.1-nano,list_passive_examples_oneshot,instance_00112,quality_score,0.0
